id,names,addresses,service_address,service_port,tls.certificates,tls.cipher,tls.cipherName,tls.cn,tls.fp.sha1,tls.fp.sha256,tls.issuer,tls.names,tls.notAfter,tls.notAfterTS,tls.notBefore,tls.notBeforeTS,tls.selfSigned,tls.serial,tls.signatureAlgorithm,tls.subject,tls.supportedVersionNames,tls.supportedVersions,tls.version,tls.versionName,dtls.alert,tls.fp.caSha1,tls.hostTime,tls.rzfp0,tls.hostTimeTS,tls.requiresClientCertificate
76a07384-a661-414e-b0c0-940594c70aab,"['FUCHSIA-1CF2-9A44-741B', 'KITCHEN-DISPLAY']","['192.168.86.241', '2600:6c44:97f:da1d:123d:abf8:8eb5:9458', '2600:6c44:97f:da1d:2b82:6cc0:c8dd:411', '2600:6c44:97f:da1d:3080:6f2e:8a0d:6445', '2600:6c44:97f:da1d:352d:40cf:1580:964d', '2600:6c44:97f:da1d:4ae0:7a4f:989:ced7', '2600:6c44:97f:da1d:5c7b:51ec:7da7:7f31', '2600:6c44:97f:da1d:5f58:8153:b7a9:34a3', '2600:6c44:97f:da1d:7f8a:7dbd:7dc0:a147', '2600:6c44:97f:da1d:802a:1811:6e43:b41a', '2600:6c44:97f:da1d:8417:5b2c:e260:b63f', '2600:6c44:97f:da1d:8b08:67c6:5605:a6e3', '2600:6c44:97f:da1d:8d76:d71d:fed5:3ce7', '2600:6c44:97f:da1d:9135:3bb7:f66f:294a', '2600:6c44:97f:da1d:9863:def6:3519:9aed', '2600:6c44:97f:da1d:a055:5aed:fb7d:1a3e', '2600:6c44:97f:da1d:a819:5e2d:4b82:6dde', '2600:6c44:97f:da1d:afe8:d07c:9d1d:e385', '2600:6c44:97f:da1d:b062:3383:b25e:2c4', '2600:6c44:97f:da1d:bf0b:a4a0:7797:be2', '2600:6c44:97f:da1d:de5d:7522:41d6:b063', '2600:6c44:97f:da1d:df30:740b:e4f1:ac7b', '2600:6c44:97f:da1d:e9a9:be66:9fbd:a7c1', '2600:6c44:97f:da1d:ea8b:7a0:1365:ae6e', '2600:6c44:97f:da1d:f077:cf5a:af9f:c693', 'fe80::811e:8f3b:85dd:f857']",fe80::811e:8f3b:85dd:f857,8009,MIIC2jCCAcKgAwIBAgIEEPNMijANBgkqhkiG9w0BAQsFADAvMS0wKwYDVQQDDCQ0ZjVjMzg4MS02MjFlLTJlNGYtNTQ0Yy0zYTFiZWE5N2Y0ZjMwHhcNMjIxMTI3MjEzODEwWhcNMjIxMTI5MjEzODEwWjAvMS0wKwYDVQQDDCQ0ZjVjMzg4MS02MjFlLTJlNGYtNTQ0Yy0zYTFiZWE5N2Y0ZjMwggEiMA0GCSqGSIb3DQEBAQUAA4IBDwAwggEKAoIBAQDsxuq0RwCDA0byaIvdMxm27J7w6dlerHOd2NQmOUjne7J3Q3wLBZE+sWP+WViKR5neVhQpD7M1wP4cLUqLlla1EWtX9PD1+Q/jC1YPiw8rjCv1xlDD5BtNPsAItmOz7SGurNV2KqLu8HMG9ItA0FX+2Ll4n2SqTll1yhWjSygQZwXABedOOY56UHesXZXeeeBwMWynPixwE6q1lIfVE1CYULj7741OrHHJGz74b2kn0hOeJw79N+uPxxO7MqXxAzU2lBMIpcxyYieV03o1vSkNW8jqmZc3CkMAMDA4fTaRBf4EjoSWB0Tvd+x8w6FJPwJxeaOvZMCHtuZ1j9RFi7HtAgMBAAEwDQYJKoZIhvcNAQELBQADggEBAKDHBgG2fnpz2+Fgs+Ku3N59SeSD6buwwc51PZHLMq4JEdna+dcQvR+gqZo6T7W5gXwNRMxD8DMVreRugPydvoXqLAuNNhboSPIre7M/e22JfCQq8dgj70GszHQMwR3257zDZ2uSqIPm/mPWBeeedY06npixD1eAIP1eCaDmuYP2XUjxbPsQP8/qW+nDIl6PzR7fSYU4e/CAvVCHmLr3EEF/4afThJ5cf7GwoUegLREOMA8AUznIY2IrAIUu1cXrsEnWUCaEZTtU6EezoRE7VX8OAD2Uf3k0shK8XI+biydOnb3F5et/jQ6AVyNrvF6CjCNRezCeCgB06lThf0ocaKE=,0xc013,TLS_ECDHE_RSA_WITH_AES_128_CBC_SHA,4f5c3881-621e-2e4f-544c-3a1bea97f4f3,8fa835f6b3fc4a8d1617fca573197b11e47bc412,SHA256:kCwFAFy00kn2y6x1cLXcD49eOporVHYtRjD4k3D0W8Q=,CN=4f5c3881-621e-2e4f-544c-3a1bea97f4f3,4f5c3881-621e-2e4f-544c-3a1bea97f4f3,2022-11-29T21:38:10Z,1669757890,2022-11-27T21:38:10Z,1669585090,serial=10f34c8a,10f34c8a,sha256WithRSAEncryption,CN=4f5c3881-621e-2e4f-544c-3a1bea97f4f3,TLSv1.0	TLSv1.1	TLSv1.2	TLSv1.3,0x0301	0x0302	0x0303	0x0304,0x0302,TLSv1.1,,7ff31cee907aa941cbbccef77d5886d42be89b27,2022-11-28T13:28:21Z,"v0|t10:hello#0301#0035#:sdone#00#,t12:hello#0303#cca8#:sdone#00#,t13:hello#0304#1303#0033=n0024/002b=n0002:hello#0000#0000#,f0:hello#0304#1303#0033=n0024/002b=n0002:hello#0000#0000#,f5:hello#0304#1303#0033=n0024/002b=n0002:hello#0000#0000#,sne:alert#02#70:,t12hc:hello#0303#cca8#:sdone#00#,ale:alert#02#32:,alu:hello#0304#1303#0033=n0024/002b=n0002:hello#0000#0000#,fd2:alert#02#28:,rts:random|0304|fd2||fd2",Mon Nov 28 13:28:21 UTC 2022,true
78eeaaaa-1051-409a-bd03-a9c472ec2838,"['MASTER-BEDROOM', 'CFNETWORK-SELF-SIGNED-CERTIFICATE', 'MASTER-BEDROOM.LAN']","['192.168.86.244', '2600:6c44:97f:da1d:1b4:a956:4d3a:d418', '2600:6c44:97f:da1d:205e:8654:3c87:ee0f', '2600:6c44:97f:da1d:24da:a520:bbad:dac', '2600:6c44:97f:da1d:25fd:ec63:ff40:8284', '2600:6c44:97f:da1d:2875:4906:414b:3d56', '2600:6c44:97f:da1d:2c6d:9379:18ac:beac', '2600:6c44:97f:da1d:2cc0:a63f:8d9:25', '2600:6c44:97f:da1d:301b:85ad:2dd9:2027', '2600:6c44:97f:da1d:3c7b:9213:cb8a:7e3d', '2600:6c44:97f:da1d:4589:ed38:2a5e:ebfd', '2600:6c44:97f:da1d:4924:cfb3:14f2:4990', '2600:6c44:97f:da1d:5432:25aa:a03d:9f12', '2600:6c44:97f:da1d:61d0:9cc5:fea6:d7ef', '2600:6c44:97f:da1d:75db:9e54:b471:23c1', '2600:6c44:97f:da1d:8d4c:cde8:95b9:c6', '2600:6c44:97f:da1d:9d6e:9184:c88:595f', '2600:6c44:97f:da1d:a4bc:1d8e:ee89:a04a', '2600:6c44:97f:da1d:a9f8:9fea:fec9:f921', '2600:6c44:97f:da1d:b1b7:fb06:288a:d932', '2600:6c44:97f:da1d:bc0b:39ed:8808:e223', '2600:6c44:97f:da1d:d404:8593:ffda:9898', '2600:6c44:97f:da1d:d5bd:e1d5:47b1:e948', '2600:6c44:97f:da1d:d987:1ca1:9ce2:1f20', '2600:6c44:97f:da1d:ddae:596f:456a:e96b', '2600:6c44:97f:da1d:e037:4839:3a15:e0fc', '2600:6c44:97f:da1d:f075:a925:2e8a:6c87', '2600:6c44:97f:da1d:f9b4:673e:c63c:4905', 'fe80::14c5:66fe:cf56:99de']",fe80::14c5:66fe:cf56:99de,61744,MIIBqjCCAU+gAwIBAgIBATAKBggqhkjOPQQDAjBBMRMwEQYDVQQKEwpBcHBsZSBJbmMuMSowKAYDVQQDEyFDRk5ldHdvcmsgU2VsZiBTaWduZWQgQ2VydGlmaWNhdGUwHhcNMjIxMTIxMTM0MDU4WhcNMjMxMTIxMTM0MDU4WjBBMRMwEQYDVQQKEwpBcHBsZSBJbmMuMSowKAYDVQQDEyFDRk5ldHdvcmsgU2VsZiBTaWduZWQgQ2VydGlmaWNhdGUwWTATBgcqhkjOPQIBBggqhkjOPQMBBwNCAARr/1NAnBwqegdQ5KeGtDUGRmFw4EFzamgIAQXC2utc+snssINmvve32ilHr6o6zNdl+nf78R84QnJ0agZJ/85SozgwNjAPBgNVHRMBAf8EBTADAQEAMBMGA1UdJQQMMAoGCCsGAQUFBwMBMA4GA1UdDwEB/wQEAwIHgDAKBggqhkjOPQQDAgNJADBGAiEAmhCebr37lssFGnLYEiZYzKDbQHEWFTLmvz4SrvH82pQCIQCRwtHiShkM2AuPh6s/37V8cOBHcQHRcr5uvB2AcFLj+g==,0x1303,TLS_CHACHA20_POLY1305_SHA256,CFNetwork Self Signed Certificate,a4686e63dd0a68b90754c0e86743a50585c3ab34,SHA256:dtp312Vi173s7FmHSofnOjm2g/V+pE0oKxenIRUVql8=,"CN=CFNetwork Self Signed Certificate, O=Apple Inc.",cfnetwork self signed certificate,2023-11-21T13:40:58Z,1700574058,2022-11-21T13:40:58Z,1669038058,serial=1,1,ecdsaWithSHA256,"CN=CFNetwork Self Signed Certificate, O=Apple Inc.",TLSv1.0	TLSv1.1	TLSv1.2	TLSv1.3,0x0301	0x0302	0x0303	0x0304,0x0304,TLSv1.3,,,,"v0|t10:alert#02#28:,t12:hello#0303#c02c#0017=n0000/ff01=n0001/000b=n0002:sdone#00#,t13:hello#0304#1302#0033=n0024/002b=n0002:hello#0000#0000#,f0:hello#0304#1302#0033=n0024/002b=n0002:hello#0000#0000#,f5:hello#0304#1302#0033=n0024/002b=n0002:hello#0000#0000#,sne:alert#02#70:,t12hc:hello#0303#c02c#0017=n0000/ff01=n0001/000b=n0002:sdone#00#,ale:hello#0304#1302#0033=n0024/002b=n0002:hello#0000#0000#,alu:hello#0304#1302#0033=n0024/002b=n0002:hello#0000#0000#,fd2:alert#02#28:,rts:random|0304|fd2||fd2",,
