id,addresses,addresses_extra,names,risks,risk_count
10acfb90-a2c0-4242-bead-db34a879a54d,['20.88.177.3'],[],"['MFLOWSANDBOX2.JNJ.COM', 'INGRESS.LOCAL', 'KUBERNETES-INGRESS-CONTROLLER-FAKE-CERTIFICATE']","['Services with Expired TLS Certificates', 'Services with Soon to Expire TLS Certificates']",2
e186158d-2bfe-4b4c-a290-c812fc11cba5,"['52.206.234.246', '52.207.88.188', '52.207.136.225', '148.177.10.9']",[],"['JNJ.COM', 'JANSSEN-VERSLAG-SAMENLEVING-2013.BE', '7MINUTEWELLNESSFORMOMS.COM', 'ALLABOUTIC.COM', 'ALLERGIESBELIKE.CA', 'ARAGONPHARM.COM', 'ARAGONPHARMA.COM', 'ARAGONPHARMACEUTICAL.COM', 'ARAGONPHARMACEUTICALS.COM', 'AVIGAEHR.COM', 'AXERT.COM', 'BANLICE.COM.AU', 'CAMPAIGNFORNURSING.COM', 'CAREGROWS.COM', 'CLEANANDCLEARFACETHEDAY.COM', 'COMBANTRIN.CO.NZ', 'COMBANTRIN.COM.AU', 'COMPEEDUSA.COM', 'CRUCELLVACCINESCANADA.COM', 'CYCLE4UC.COM', 'DEMENTIA.COM', 'DISCOVERNURSING.COM', 'DOXILSUPPLY.COM', 'DURAGESIC.COM', 'EC2-52-206-234-246.COMPUTE-1.AMAZONAWS.COM', 'EC2-52-207-136-225.COMPUTE-1.AMAZONAWS.COM', 'EC2-52-207-88-188.COMPUTE-1.AMAZONAWS.COM', 'EVERYLABELEVERYTIME.COM', 'GETPSORTED.COM.AU', 'GETTINGBETTERAPP.CO.UK', 'GUTCHECKDASHBOARD.COM', 'HEALTHEVOICES16.COM', 'HEALTHYDAYAPP.COM', 'HEALTHYDAYAPP.NET', 'HELPLOWERYOURA1C.COM', 'HEPCFREE.COM.AU', 'HSTCLSTUDY.COM', 'IBDINFO.CA', 'IMBRUVICA.CO.UK', 'IMODIUM.CO.NZ', 'IMODIUM.COM.AU', 'INFANTSKINCAREGUIDELINES.COM', 'INVEGATRINZAHCP.COM', 'INVOKANA.EU', 'ISZYTIGAFORME.CO.NZ', 'ISZYTIGARIGHTFORME.CO.NZ', 'JANSSEN-MDX.COM', 'JANSSEN-PI.CO.UK', 'JANSSEN-RAPPORT-COMMUNAUTE-2013.BE', 'JANSSEN-REPORT-COMMUNITY-2013.BE', 'JJHCS.COM', 'JJPI.COM', 'JNJMEDICAL.COM.TR', 'JNJSPORTSMED.COM', 'JOHNSONSBABYCARE.COM', 'KIDSWELLNESSTRACKER.COM', 'KNOWNOW.CO.NZ', 'LACHETONCELLONMANGE.CA', 'LACHETONCELLONMANGE.COM', 'LACTAID.CA', 'MEANDT2D.COM', 'MICROLAX.CA', 'MM-APP.AT', 'MM-APP.CH', 'MMAPP.AT', 'MMAPP.CH', 'MYLANTA.CO.NZ', 'MYLANTA.COM.AU', 'MYLICON.COM', 'NEUTROGENANATURALS.CO.NZ', 'NEUTROGENANATURALS.COM.AU', 'NEUTROGENASWP.COM', 'OLYSIO.EU', 'ONSKIN.COM.AU', 'PANCREAZE.NET', 'PATRIOT-CANADA.CA', 'PATRIOTPHARMACEUTICALS.COM', 'PENATEN.CA', 'PHARMACEUTICALALLIANCE.COM', 'PHONEDOWNFORKUP.CA', 'PHONEDOWNFORKUP.COM', 'PHONESDOWNFORKSUP.CA', 'PHONESDOWNFORKSUP.COM', 'PRECISEPAINRELIEF.COM', 'PROCRIT.COM', 'PROGRESSWITHME.COM', 'PROPULSID-LAP.COM', 'REMBRANDT.COM', 'REMOVEEXCESSSUGAR.COM', 'SANAFOR.INFO', 'SHAREHIVWISDOM.COM', 'SILICONESEGURO.COM', 'SIMPONIFIRST.COM', 'SIMPONIONE.COM', 'SPARTAN-CLINICALTRIAL.COM', 'SPARTAN-TRIAL.COM', 'SPARTANCLINICALTRIAL.COM', 'SPARTANSTUDY.COM', 'SPARTANSTUDY.INFO', 'SPARTANSTUDY.NET', 'SPARTANSTUDY.ORG', 'SPARTANTRIAL.COM', 'STAYFREE.COM.AU', 'STELARAREMS.COM', 'STELLAR-PROJECT.BE', 'SUDAFED.CA', 'SUDAFEDPROFESSIONAL.COM', 'SURGERYOPTIONS.INFO', 'TOGETHER4AHEALTHYEUROPE.EU', 'TYPE2DIABETESMEDICATION.COM', 'TYPE2UNDERCONTROL.COM', 'UCDOSINGMATTERS.COM', 'VACCINEPERSPECTIVES.COM', 'VITALRELATIONSHIPS.COM', 'VTECONSULTANT.COM', 'WHYCOMPROMISEINCLL.COM', 'WWW.ALLABOUTIC.COM', 'WWW.CAMPAIGNFORNURSING.COM', 'WWW.DISCOVERNURSING.COM', 'XEPLIONTREATMENTGUIDE.CO.UK', 'ZANTAC.CA', 'ZYRTEC.COM.AU', 'ZYTIGA.CO.NZ', 'ZYTIGA.EU', 'ZYTIGAKNOWNOW.CO.NZ']","['Services with Expired TLS Certificates', 'Services with Soon to Expire TLS Certificates']",2
f46c40f5-1a29-48ea-9488-51d78d0c3f07,"['52.206.234.246', '52.207.88.188', '52.207.136.225', '148.177.10.9']",[],"['JNJ.COM', 'JANSSEN-VERSLAG-SAMENLEVING-2013.BE', '7MINUTEWELLNESSFORMOMS.COM', 'ALLABOUTIC.COM', 'ALLERGIESBELIKE.CA', 'ARAGONPHARM.COM', 'ARAGONPHARMA.COM', 'ARAGONPHARMACEUTICAL.COM', 'ARAGONPHARMACEUTICALS.COM', 'AVIGAEHR.COM', 'AXERT.COM', 'BANLICE.COM.AU', 'CAMPAIGNFORNURSING.COM', 'CAREGROWS.COM', 'CLEANANDCLEARFACETHEDAY.COM', 'COMBANTRIN.CO.NZ', 'COMBANTRIN.COM.AU', 'COMPEEDUSA.COM', 'CRUCELLVACCINESCANADA.COM', 'CYCLE4UC.COM', 'DEMENTIA.COM', 'DISCOVERNURSING.COM', 'DOXILSUPPLY.COM', 'DURAGESIC.COM', 'EC2-52-206-234-246.COMPUTE-1.AMAZONAWS.COM', 'EC2-52-207-136-225.COMPUTE-1.AMAZONAWS.COM', 'EC2-52-207-88-188.COMPUTE-1.AMAZONAWS.COM', 'EVERYLABELEVERYTIME.COM', 'GETPSORTED.COM.AU', 'GETTINGBETTERAPP.CO.UK', 'GUTCHECKDASHBOARD.COM', 'HEALTHEVOICES16.COM', 'HEALTHYDAYAPP.COM', 'HEALTHYDAYAPP.NET', 'HELPLOWERYOURA1C.COM', 'HEPCFREE.COM.AU', 'HSTCLSTUDY.COM', 'IBDINFO.CA', 'IMBRUVICA.CO.UK', 'IMODIUM.CO.NZ', 'IMODIUM.COM.AU', 'INFANTSKINCAREGUIDELINES.COM', 'INVEGATRINZAHCP.COM', 'INVOKANA.EU', 'ISZYTIGAFORME.CO.NZ', 'ISZYTIGARIGHTFORME.CO.NZ', 'JANSSEN-MDX.COM', 'JANSSEN-PI.CO.UK', 'JANSSEN-RAPPORT-COMMUNAUTE-2013.BE', 'JANSSEN-REPORT-COMMUNITY-2013.BE', 'JJHCS.COM', 'JJPI.COM', 'JNJMEDICAL.COM.TR', 'JNJSPORTSMED.COM', 'JOHNSONSBABYCARE.COM', 'KIDSWELLNESSTRACKER.COM', 'KNOWNOW.CO.NZ', 'LACHETONCELLONMANGE.CA', 'LACHETONCELLONMANGE.COM', 'LACTAID.CA', 'MEANDT2D.COM', 'MICROLAX.CA', 'MM-APP.AT', 'MM-APP.CH', 'MMAPP.AT', 'MMAPP.CH', 'MYLANTA.CO.NZ', 'MYLANTA.COM.AU', 'MYLICON.COM', 'NEUTROGENANATURALS.CO.NZ', 'NEUTROGENANATURALS.COM.AU', 'NEUTROGENASWP.COM', 'OLYSIO.EU', 'ONSKIN.COM.AU', 'PANCREAZE.NET', 'PATRIOT-CANADA.CA', 'PATRIOTPHARMACEUTICALS.COM', 'PENATEN.CA', 'PHARMACEUTICALALLIANCE.COM', 'PHONEDOWNFORKUP.CA', 'PHONEDOWNFORKUP.COM', 'PHONESDOWNFORKSUP.CA', 'PHONESDOWNFORKSUP.COM', 'PRECISEPAINRELIEF.COM', 'PROCRIT.COM', 'PROGRESSWITHME.COM', 'PROPULSID-LAP.COM', 'REMBRANDT.COM', 'REMOVEEXCESSSUGAR.COM', 'SANAFOR.INFO', 'SHAREHIVWISDOM.COM', 'SILICONESEGURO.COM', 'SIMPONIFIRST.COM', 'SIMPONIONE.COM', 'SPARTAN-CLINICALTRIAL.COM', 'SPARTAN-TRIAL.COM', 'SPARTANCLINICALTRIAL.COM', 'SPARTANSTUDY.COM', 'SPARTANSTUDY.INFO', 'SPARTANSTUDY.NET', 'SPARTANSTUDY.ORG', 'SPARTANTRIAL.COM', 'STAYFREE.COM.AU', 'STELARAREMS.COM', 'STELLAR-PROJECT.BE', 'SUDAFED.CA', 'SUDAFEDPROFESSIONAL.COM', 'SURGERYOPTIONS.INFO', 'TOGETHER4AHEALTHYEUROPE.EU', 'TYPE2DIABETESMEDICATION.COM', 'TYPE2UNDERCONTROL.COM', 'UCDOSINGMATTERS.COM', 'VACCINEPERSPECTIVES.COM', 'VITALRELATIONSHIPS.COM', 'VTECONSULTANT.COM', 'WHYCOMPROMISEINCLL.COM', 'WWW.ALLABOUTIC.COM', 'WWW.CAMPAIGNFORNURSING.COM', 'WWW.DISCOVERNURSING.COM', 'XEPLIONTREATMENTGUIDE.CO.UK', 'ZANTAC.CA', 'ZYRTEC.COM.AU', 'ZYTIGA.CO.NZ', 'ZYTIGA.EU', 'ZYTIGAKNOWNOW.CO.NZ']","['Services with Expired TLS Certificates', 'Services with Soon to Expire TLS Certificates']",2
fbaf3470-281f-43e6-9749-1792caab90f6,"['104.18.32.225', '172.64.155.31']",[],"['DEV.MDRDATAXCHANGE.JNJ.COM', 'SCALABILITY.HUBBLE.JNJ.COM']","['Services with Expired TLS Certificates', 'Services with Soon to Expire TLS Certificates']",2
64a9f4c4-9297-4e05-a1d1-2c88acd8ebda,['17.33.194.109'],[],"['USW2-PPQ-EXT-PROD.APPLE.COM', 'GETSUPPORT-PILOT3-AUSW2.APPLE.COM', 'APPLE-SHIELD.APPLE.COM', 'AWS-ASSISTEDSALES-USW2-PROD.APPLE.COM', 'AWS-ONEPULSE-USW2-PROD.APPLE.COM', 'DATA-QUALIFICATION.BUSINESSCONNECT.APPLE.COM', 'MYSTORE-EXTERNAL.APPLE.COM', 'MYSTORE.APPLE.COM', 'PPQ-EXT.G.APPLE.COM', 'PPQ-MR-EXT.ITUNES.APPLE.COM', 'PPQ-PV-EXT.ITUNES.APPLE.COM', 'PPQ-ST-EXT.ITUNES.APPLE.COM', 'PPQ.APPLE.COM', 'SERIN-STS-PROD.APPLE.COM', 'SM-FACADE-WFM-PROD-USW2.APPLE.COM', 'USE1-PPQ-EXT-PROD.APPLE.COM', 'USE1-WEBSITEREVIEW-PROD.APPLE.COM', 'USW2-MQASMARTAUDIT-PROD.APPLE.COM', 'USW2-SERIN-STS-PROD-CLOUD.APPLE.COM', 'USW2-WEBSITEREVIEW-PROD.APPLE.COM', 'WEBSITEREVIEW.APPLE.COM', 'WEBSITEREVIEW.V.AAPLIMG.COM']","['Services with Expired TLS Certificates', 'Services with Soon to Expire TLS Certificates']",2
4dfc2967-0585-4cde-8a84-4d3f1a972f1e,['44.231.234.54'],[],"['EXPIRED-HAR-CN-RSA.APPLE.COM', 'REVOKED-GR2-RSA.APPLE.COM', 'EC2-44-231-234-54.US-WEST-2.COMPUTE.AMAZONAWS.COM', 'REVOKED-AAA-ECC.APPLE.COM', 'REVOKED-AAA-RSA.APPLE.COM', 'REVOKED-HAR-CN-RSA.APPLE.COM', 'VALID-AAA-RSA.APPLE.COM', 'VALID-HAR-CN-RSA.APPLE.COM']","['Services with Expired TLS Certificates', 'Services with Soon to Expire TLS Certificates']",2
3bf8f48e-b7de-4543-bc54-614e9497cfb9,['44.231.234.54'],[],"['EXPIRED-HAR-CN-RSA.APPLE.COM', 'REVOKED-GR2-RSA.APPLE.COM', 'EC2-44-231-234-54.US-WEST-2.COMPUTE.AMAZONAWS.COM', 'REVOKED-AAA-ECC.APPLE.COM', 'REVOKED-AAA-RSA.APPLE.COM', 'REVOKED-HAR-CN-RSA.APPLE.COM', 'VALID-AAA-RSA.APPLE.COM', 'VALID-HAR-CN-RSA.APPLE.COM']","['Services with Expired TLS Certificates', 'Services with Soon to Expire TLS Certificates']",2
4d159a7c-9402-4a31-9884-618af4a1215b,['54.188.242.230'],[],"['REVOKED-AAA-ECC.APPLE.COM', 'REVOKED-GR2-RSA.APPLE.COM', 'EC2-54-188-242-230.US-WEST-2.COMPUTE.AMAZONAWS.COM', 'EXPIRED-HAR-CN-RSA.APPLE.COM', 'REVOKED-AAA-RSA.APPLE.COM', 'REVOKED-HAR-CN-RSA.APPLE.COM', 'VALID-AAA-RSA.APPLE.COM', 'VALID-HAR-CN-RSA.APPLE.COM']","['Services with Expired TLS Certificates', 'Services with Soon to Expire TLS Certificates']",2
d1e94e2c-7104-4a3e-a474-003b6d3fcbee,['54.188.242.230'],[],"['REVOKED-AAA-ECC.APPLE.COM', 'REVOKED-GR2-RSA.APPLE.COM', 'EC2-54-188-242-230.US-WEST-2.COMPUTE.AMAZONAWS.COM', 'EXPIRED-HAR-CN-RSA.APPLE.COM', 'REVOKED-AAA-RSA.APPLE.COM', 'REVOKED-HAR-CN-RSA.APPLE.COM', 'VALID-AAA-RSA.APPLE.COM', 'VALID-HAR-CN-RSA.APPLE.COM']","['Services with Expired TLS Certificates', 'Services with Soon to Expire TLS Certificates']",2
29edb441-d216-4511-bde3-7d55c3f0c361,['17.188.22.22'],[],"['ACME-ETGA-SKUCHAIN-STAGE.APPLE.COM', 'USW2-FSI-PLATFORM-PARTNER-IT02.APPLE.COM', 'ACME-ETGA-SKUCHAIN.APPLE.COM', 'ACME-ETGA-SKUCHAINSTAGE.APPLE.COM', 'AMP-OFFERS.APPLE.COM', 'APPLE-SHIELD.APPLE.COM', 'ASSESSORPORTAL-SUPPLIERCHECK.APPLE.COM', 'ASSESSORPORTALSERVICES-SUPPLIERCHECK.APPLE.COM', 'ATP-BGCHECK-STAGE.APPLE.COM', 'AWS-FACILITIES.APPLE.COM', 'AWS-NE-ACCESS.APPLE.COM', 'AWS-WELCOMEFORWARD.APPLE.COM', 'CDS-USW2.APPLE.COM', 'CI.SWIFT.ORG', 'CS-SUPPLIERCHECK.APPLE.COM', 'ETGA-SKUCHAIN-STAGE.APPLE.COM', 'ETGA-SKUCHAIN.APPLE.COM', 'ETGA-SKUCHAINSTAGE.APPLE.COM', 'FACILITIES.APPLE.COM', 'GB-API-PROD.APPLE.COM', 'GB-API-UAT.APPLE.COM', 'GB-EXT-FACADE-UAT.APPLE.COM', 'GB-EXT-FACADE.APPLE.COM', 'GETSUPPORT-PILOT1-AUSW2.APPLE.COM', 'GETSUPPORT-PILOT2-AUSW2.APPLE.COM', 'GUESTCHECKIN.APPLE.COM', 'ITESTER-REX-SYNC-V2.APPLE.COM', 'LISTS.SWIFT.ORG', 'MAIN-GETSUPPORT-AUSW2.APPLE.COM', 'MB-EXT-FACADE.APPLE.COM', 'MYSUPPORT-AUSW2.APPLE.COM', 'MYSUPPORT-PILOT-AUSW2.APPLE.COM', 'NE-ACCESS.APPLE.COM', 'OKAPI-SERVICES-USW2.APPLE.COM', 'ORIGIN-AGREEMENTS-PILOT-AUSW2.APPLE.COM', 'ORIGIN-AGREEMENTSSALES-AUSW2.APPLE.COM', 'ORIGIN-CHECKCOVERAGE-AWS-USW2.APPLE.COM', 'ORIGIN-CHECKCOVERAGE-PILOT-AWS-USW2.APPLE.COM', 'ORIGIN-SELFSOLVE-AWS-USW2.APPLE.COM', 'ORIGIN-SELFSOLVE-PILOT-AWS-USW2.APPLE.COM', 'PORTAL-SUPPLIERCHECK.APPLE.COM', 'PORTALSERVICES-CS-SUPPLIERCHECK.APPLE.COM', 'PORTALSERVICES-SUPPLIERCHECK.APPLE.COM', 'PRD-UW2-JOURNEY-PCMS.APPLE.COM', 'PST-MULESOFT-DEV2.APPLE.COM', 'PST-MULESOFT.APPLE.COM', 'QUALITYPROGRAMS-AWS-USW2.APPLE.COM', 'QUALITYPROGRAMS-PILOT-AWS-USW2.APPLE.COM', 'RADAR-EXT-USW2.APPLE.COM', 'RADAR-PORTAL-SVC-EXT.APPLE.COM', 'RCDC-TESTING.APPLE.COM', 'RETAILDESIGNSTANDARDS-UAT.APPLE.COM', 'SA-FCD-AUSW2.APPLE.COM', 'SA-FCD-PILOT1-AUSW2.APPLE.COM', 'SA-FCD-PILOT2-AUSW2.APPLE.COM', 'SA-FCD-PILOT3-AUSW2.APPLE.COM', 'SERIN-STS.APPLE.COM', 'SHAREDFILES-PROD.APPLE.COM', 'SRD-CHECKIN-API.APPLE.COM', 'STIX-PARTNER-UI-USW2.APPLE.COM', 'SUPPLIERCHECK.APPLE.COM', 'SUPPORTMETRICS-USW2-PROD.APPLE.COM', 'USW2-CAFFEMACS-PUBW-PROD.APPLE.COM', 'USW2-CAFFEMACS-PUBW-STAGE.APPLE.COM', 'USW2-COACHCONNECTIONS-PROD.APPLE.COM', 'USW2-COLLECTOR-STAGE.APPLE.COM', 'USW2-DC-DEVICE-PREVIEW-AWS-PROD.APPLE.COM', 'USW2-DC-PORTAL-AWS-PROD.APPLE.COM', 'USW2-DC-PREVIEW-AWS-PROD.APPLE.COM', 'USW2-DC-SERVICE-AWS-PROD.APPLE.COM', 'USW2-DC-SERVICE-STAGE-AWS.APPLE.COM', 'USW2-EXTERNAL-CS-SUPPLIERCHECK-PROD.APPLE.COM', 'USW2-EXTERNAL-SUPPLIERCHECK-PROD.APPLE.COM', 'USW2-ITESTER-REX-SYNC-V2-PROD.APPLE.COM', 'USW2-ITESTER-REX-V2-PROD.APPLE.COM', 'USW2-LPINCIDENTS.APPLE.COM', 'USW2-MAKOFDE-UAT.APPLE.COM', 'USW2-MIA-AWS-DEV-STAGE.APPLE.COM', 'USW2-MIA-AWS-UAT-STAGE.APPLE.COM', 'USW2-MYPORTAL-AWS-PROD.APPLE.COM', 'USW2-NEWS-STATIC-CONTENT-PROD.APPLE.COM', 'USW2-NEWS-STATIC-CONTENT-STAGING.APPLE.COM', 'USW2-NG-PROD.APPLE.COM', 'USW2-PROD-OWL-SERVICE-PROD.APPLE.COM', 'USW2-RETAILDESIGNSTANDARDS-PROD.APPLE.COM', 'USW2-RETAILDESIGNSTANDARDS-STG.APPLE.COM', 'USW2-SERIN-ENROLLMENT-PROD.APPLE.COM', 'USW2-STAGING-OWL-TOKEN-VALIDATOR-PROD.APPLE.COM', 'USW2-TALK-PROD.APPLE.COM', 'USW2-TALK-STAGE.APPLE.COM', 'USW2-TURNER-PRODUCTION-PROD.APPLE.COM', 'USW2-VIDEO.APPLE.COM', 'USW2-VIP-AMP-OFFERS-PROD.APPLE.COM', 'WELCOMEFORWARD.APPLE.COM']","['Services with Expired TLS Certificates', 'Services with Soon to Expire TLS Certificates']",2
562e3cd2-8efb-4b60-8bc3-bb775ae99712,"['17.188.221.5', '17.188.221.6', '17.188.221.8', '17.188.221.9', '17.188.221.10']",[],"['STORE-035.BLOBSTORE.APPLE.COM', 'STORE-035-MR.BLOBSTORE.APPLE.COM', 'STORE-035-MS.BLOBSTORE.APPLE.COM']","['Services with Expired TLS Certificates', 'Services with Soon to Expire TLS Certificates']",2
5fef35c6-787b-42cb-ad31-50818389f108,"['17.188.221.5', '17.188.221.6', '17.188.221.8', '17.188.221.9', '17.188.221.10']",[],"['STORE-035.BLOBSTORE.APPLE.COM', 'STORE-035-MR.BLOBSTORE.APPLE.COM', 'STORE-035-MS.BLOBSTORE.APPLE.COM']","['Services with Expired TLS Certificates', 'Services with Soon to Expire TLS Certificates']",2
8b102385-9f8f-4cb8-90a1-f195210179d4,"['17.188.221.5', '17.188.221.6', '17.188.221.8', '17.188.221.9', '17.188.221.10']",[],"['STORE-035.BLOBSTORE.APPLE.COM', 'STORE-035-MR.BLOBSTORE.APPLE.COM', 'STORE-035-MS.BLOBSTORE.APPLE.COM']","['Services with Expired TLS Certificates', 'Services with Soon to Expire TLS Certificates']",2
137745b1-16af-4412-b3d7-14eb59fea062,"['17.188.221.5', '17.188.221.6', '17.188.221.8', '17.188.221.9', '17.188.221.10']",[],"['STORE-035.BLOBSTORE.APPLE.COM', 'STORE-035-MR.BLOBSTORE.APPLE.COM', 'STORE-035-MS.BLOBSTORE.APPLE.COM']","['Services with Expired TLS Certificates', 'Services with Soon to Expire TLS Certificates']",2
6139dfe2-10cb-4042-8923-0c4cb464057f,"['17.188.221.5', '17.188.221.6', '17.188.221.8', '17.188.221.9', '17.188.221.10']",[],"['STORE-035.BLOBSTORE.APPLE.COM', 'STORE-035-MR.BLOBSTORE.APPLE.COM', 'STORE-035-MS.BLOBSTORE.APPLE.COM']","['Services with Expired TLS Certificates', 'Services with Soon to Expire TLS Certificates']",2
cc83244e-0aba-4cb0-a31f-01c366859f9a,"['17.188.221.7', '17.188.221.11']",[],"['STORE-035-MS.BLOBSTORE.APPLE.COM', 'STORE-035-MR.BLOBSTORE.APPLE.COM', 'STORE-035.BLOBSTORE.APPLE.COM']","['Services with Expired TLS Certificates', 'Services with Soon to Expire TLS Certificates']",2
a14446ae-0a89-41aa-81b1-90530f09e735,"['17.188.221.7', '17.188.221.11']",[],"['STORE-035-MS.BLOBSTORE.APPLE.COM', 'STORE-035-MR.BLOBSTORE.APPLE.COM', 'STORE-035.BLOBSTORE.APPLE.COM']","['Services with Expired TLS Certificates', 'Services with Soon to Expire TLS Certificates']",2
3a78e446-5596-4ec6-aa21-77933459f763,"['17.188.221.5', '17.188.221.6', '17.188.221.8', '17.188.221.9', '17.188.221.10']",[],"['STORE-035.BLOBSTORE.APPLE.COM', 'STORE-035-MR.BLOBSTORE.APPLE.COM', 'STORE-035-MS.BLOBSTORE.APPLE.COM']","['Services with Expired TLS Certificates', 'Services with Soon to Expire TLS Certificates']",2
451ef37d-3b6d-470f-acc4-2fddb120df4e,"['17.188.221.5', '17.188.221.6', '17.188.221.8', '17.188.221.9', '17.188.221.10']",[],"['STORE-035.BLOBSTORE.APPLE.COM', 'STORE-035-MR.BLOBSTORE.APPLE.COM', 'STORE-035-MS.BLOBSTORE.APPLE.COM']","['Services with Expired TLS Certificates', 'Services with Soon to Expire TLS Certificates']",2
40b6a122-db24-4d12-ae79-ce6b8f089968,"['17.188.221.5', '17.188.221.6', '17.188.221.8', '17.188.221.9', '17.188.221.10']",[],"['STORE-035.BLOBSTORE.APPLE.COM', 'STORE-035-MR.BLOBSTORE.APPLE.COM', 'STORE-035-MS.BLOBSTORE.APPLE.COM']","['Services with Expired TLS Certificates', 'Services with Soon to Expire TLS Certificates']",2
9e15cc33-45e0-4e76-939a-e04e25272bc2,['17.188.22.165'],[],"['CDS-EUW1.APPLE.COM', 'ORIGIN-CHECKCOVERAGE-PILOT-AWS-EUW1.APPLE.COM', 'APPLE-SHIELD.APPLE.COM', 'EUW1-MJOLNIR-PROD.APPLE.COM', 'EUW1-ONDEVICE-AGREEMENTS.APPLE.COM', 'EUW1-PILOT-ONDEVICE-AGREEMENTS.APPLE.COM', 'EUW1-TALK-PROD.EURO.APPLE.COM', 'GETSUPPORT-BETA.APPLE.COM', 'GETSUPPORT-PILOT1-AAPSE1.APPLE.COM', 'GETSUPPORT-PILOT1-AEUW1.APPLE.COM', 'GETSUPPORT-PILOT1-AUSE1.APPLE.COM', 'GETSUPPORT-PILOT1-AUSW2.APPLE.COM', 'GETSUPPORT-PILOT1.APPLE.COM', 'GETSUPPORT-PILOT2-AEUW1.APPLE.COM', 'GETSUPPORT-PILOT3-AEUW1.APPLE.COM', 'MAIN-GETSUPPORT-AEUW1.APPLE.COM', 'MAIN-MYSUPPORT.APPLE.COM', 'MYSUPPORT-AAPSE1.APPLE.COM', 'MYSUPPORT-AEUW1.APPLE.COM', 'MYSUPPORT-AUSE1.APPLE.COM', 'MYSUPPORT-AUSW2.APPLE.COM', 'MYSUPPORT-PILOT-AEUW1.APPLE.COM', 'MYSUPPORT.APPLE.COM', 'OKAPI-SERVICES-EUW1.APPLE.COM', 'ORIGIN-AGREEMENTS-PILOT-AEUW1.APPLE.COM', 'ORIGIN-AGREEMENTSSALES-AEUW1.APPLE.COM', 'ORIGIN-CHECKCOVERAGE-AWS-EUW1.APPLE.COM', 'SA-FCD-AEUW1.APPLE.COM', 'SA-FCD-PILOT1-AEUW1.APPLE.COM', 'SA-FCD-PILOT2-AEUW1.APPLE.COM', 'SA-FCD-PILOT3-AEUW1.APPLE.COM', 'SUPPORTMETRICS-EUW1-PROD.APPLE.COM', 'SUPPORTMETRICS-EUW1-STAGE.APPLE.COM']","['Services with Expired TLS Certificates', 'Services with Soon to Expire TLS Certificates']",2
3ce6a1fa-2076-4e48-acd7-eb4f54528610,['17.188.22.165'],[],"['CDS-EUW1.APPLE.COM', 'ORIGIN-CHECKCOVERAGE-PILOT-AWS-EUW1.APPLE.COM', 'APPLE-SHIELD.APPLE.COM', 'EUW1-MJOLNIR-PROD.APPLE.COM', 'EUW1-ONDEVICE-AGREEMENTS.APPLE.COM', 'EUW1-PILOT-ONDEVICE-AGREEMENTS.APPLE.COM', 'EUW1-TALK-PROD.EURO.APPLE.COM', 'GETSUPPORT-BETA.APPLE.COM', 'GETSUPPORT-PILOT1-AAPSE1.APPLE.COM', 'GETSUPPORT-PILOT1-AEUW1.APPLE.COM', 'GETSUPPORT-PILOT1-AUSE1.APPLE.COM', 'GETSUPPORT-PILOT1-AUSW2.APPLE.COM', 'GETSUPPORT-PILOT1.APPLE.COM', 'GETSUPPORT-PILOT2-AEUW1.APPLE.COM', 'GETSUPPORT-PILOT3-AEUW1.APPLE.COM', 'MAIN-GETSUPPORT-AEUW1.APPLE.COM', 'MAIN-MYSUPPORT.APPLE.COM', 'MYSUPPORT-AAPSE1.APPLE.COM', 'MYSUPPORT-AEUW1.APPLE.COM', 'MYSUPPORT-AUSE1.APPLE.COM', 'MYSUPPORT-AUSW2.APPLE.COM', 'MYSUPPORT-PILOT-AEUW1.APPLE.COM', 'MYSUPPORT.APPLE.COM', 'OKAPI-SERVICES-EUW1.APPLE.COM', 'ORIGIN-AGREEMENTS-PILOT-AEUW1.APPLE.COM', 'ORIGIN-AGREEMENTSSALES-AEUW1.APPLE.COM', 'ORIGIN-CHECKCOVERAGE-AWS-EUW1.APPLE.COM', 'SA-FCD-AEUW1.APPLE.COM', 'SA-FCD-PILOT1-AEUW1.APPLE.COM', 'SA-FCD-PILOT2-AEUW1.APPLE.COM', 'SA-FCD-PILOT3-AEUW1.APPLE.COM', 'SUPPORTMETRICS-EUW1-PROD.APPLE.COM', 'SUPPORTMETRICS-EUW1-STAGE.APPLE.COM']","['Services with Expired TLS Certificates', 'Services with Soon to Expire TLS Certificates']",2
1734cb60-06c0-438d-a36f-3cd024d05bd2,['17.171.49.22'],[],"['ACDOWNLOAD.APPLE.COM', 'ACCOUNT.APPLECONNECT.APPLE.COM', 'APPLECONNECT.APPLE.COM']","['Services with Expired TLS Certificates', 'Services with Soon to Expire TLS Certificates']",2
